USGS,site_no,Date,Temp (max),A,Temp (min),A
USGS,11074000,8/6/02,25.5,A,21.5,A
USGS,11074000,8/7/02,25.5,A,21,A
USGS,11074000,8/8/02,26,A,21.5,A
USGS,11074000,8/9/02,26,A,21.5,A
USGS,11074000,8/10/02,26.5,A,22,A
USGS,11074000,8/11/02,27,A,23,A
USGS,11074000,8/12/02,27,A,23,A
USGS,11074000,8/13/02,26.5,A,23,A
USGS,11074000,8/14/02,26.5,A,22.5,A
USGS,11074000,8/15/02,26,A,22.5,A
USGS,11074000,8/16/02,25.5,A,22.5,A
USGS,11074000,8/17/02,25.5,A,22.5,A
USGS,11074000,8/18/02,25,A,22.5,A
USGS,11074000,8/19/02,24.5,A,22.5,A
USGS,11074000,8/20/02,24,A,22,A
USGS,11074000,8/21/02,25,A,22,A
USGS,11074000,8/22/02,25,A,22,A
USGS,11074000,8/23/02,25,A,21.5,A
USGS,11074000,8/24/02,25,A,21,A
USGS,11074000,8/25/02,25.5,A,21,A
USGS,11074000,8/26/02,26,A,21.5,A
USGS,11074000,8/27/02,25.5,A,21.5,A
USGS,11074000,8/28/02,26,A,22.5,A
USGS,11074000,8/29/02,25.5,A,21.5,A
USGS,11074000,8/30/02,26.5,A,21.5,A
USGS,11074000,8/31/02,25.5,A,22.5,A
USGS,11074000,9/1/02,28,A,22.5,A
USGS,11074000,9/2/02,28,A,23,A
USGS,11074000,9/3/02,27.5,A,23,A
USGS,11074000,9/4/02,27,A,23,A
USGS,11074000,9/5/02,25.5,A,23.5,A
USGS,11074000,9/6/02,25.5,A,23,A
USGS,11074000,9/7/02,25.5,A,21.5,A
USGS,11074000,9/8/02,24,A,20,A
USGS,11074000,9/9/02,24.5,A,20,A
USGS,11074000,9/10/02,25,A,20.5,A
USGS,11074000,9/11/02,25,A,20.5,A
USGS,11074000,9/12/02,25,A,21,A
USGS,11074000,9/13/02,25,A,21,A
USGS,11074000,9/14/02,25.5,A,21,A
USGS,11074000,9/15/02,25.5,A,21,A
USGS,11074000,9/16/02,24.5,A,21,A
USGS,11074000,9/17/02,24.5,A,20.5,A
USGS,11074000,9/18/02,24,A,21,A
USGS,11074000,9/19/02,25,A,20,A
USGS,11074000,9/20/02,25,A,21,A
USGS,11074000,9/21/02,25.5,A,20.5,A
USGS,11074000,9/22/02,26,A,21,A
USGS,11074000,9/23/02,26,A,21.5,A
USGS,11074000,9/24/02,25,A,21.5,A
USGS,11074000,9/25/02,25.5,A,22,A
USGS,11074000,9/26/02,25,A,22,A
USGS,11074000,9/27/02,23.5,A,21,A
USGS,11074000,9/28/02,22,A,20.5,A
USGS,11074000,9/29/02,22.5,A,20,A
USGS,11074000,9/30/02,21.5,A,19,A
USGS,11074000,10/1/02,21,A,19.5,A
USGS,11074000,10/2/02,21,A,17.5,A
USGS,11074000,10/3/02,21,A,17.5,A
USGS,11074000,10/4/02,21,A,18,A
USGS,11074000,10/5/02,21.5,A,19,A
USGS,11074000,10/6/02,21.5,A,19.5,A
USGS,11074000,10/7/02,21.5,A,20,A
USGS,11074000,10/8/02,21.5,A,20,A
USGS,11074000,10/9/02,21.5,A,20,A
USGS,11074000,10/10/02,21.5,A,20.5,A
USGS,11074000,10/11/02,21,A,20,A
USGS,11074000,10/12/02,20.5,A,19.5,A
USGS,11074000,10/13/02,19.5,A,19,A
USGS,11074000,10/14/02,20,A,19.5,A
USGS,11074000,10/15/02,20,A,19.5,A
USGS,11074000,10/16/02,19.5,A,19.5,A
USGS,11074000,10/17/02,19.5,A,19,A
USGS,11074000,10/18/02,19,A,19,A
USGS,11074000,10/19/02,19,A,18.5,A
USGS,11074000,10/20/02,19,A,18.5,A
USGS,11074000,10/21/02,19,A,18.5,A
USGS,11074000,10/22/02,18.5,A,18.5,A
USGS,11074000,10/23/02,18.5,A,18.5,A
USGS,11074000,10/24/02,18.5,A,18.5,A
USGS,11074000,10/25/02,18.5,A,18,A
USGS,11074000,10/26/02,18,A,17.5,A
USGS,11074000,10/27/02,18,A,17.5,A
USGS,11074000,10/28/02,18,A,17.5,A
USGS,11074000,10/29/02,18,A,17.5,A
USGS,11074000,10/30/02,18.5,A,18,A
USGS,11074000,10/31/02,18,A,17.5,A
USGS,11074000,11/1/02,18,A,17.5,A
USGS,11074000,11/2/02,18,A,17.5,A
USGS,11074000,11/3/02,17.5,A,17,A
USGS,11074000,11/4/02,17,A,16.5,A
USGS,11074000,11/5/02,17,A,16,A
USGS,11074000,11/6/02,17,A,16,A
USGS,11074000,11/7/02,17,A,16,A
USGS,11074000,11/8/02,16.5,A,16,A
USGS,11074000,11/9/02,17,A,16.5,A
USGS,11074000,11/10/02,17.5,A,17,A
USGS,11074000,11/11/02,18,A,17,A
USGS,11074000,11/12/02,17,A,16.5,A
USGS,11074000,11/13/02,17,A,16.5,A
USGS,11074000,11/14/02,17,A,16.5,A
USGS,11074000,11/15/02,17,A,16.5,A
USGS,11074000,11/16/02,17,A,16.5,A
USGS,11074000,11/17/02,16.5,A,16,A
USGS,11074000,11/18/02,16.5,A,16,A
USGS,11074000,11/19/02,16.5,A,15.5,A
USGS,11074000,11/20/02,16,A,15.5,A
USGS,11074000,11/21/02,16.5,A,16,A
USGS,11074000,11/22/02,16,A,16,A
USGS,11074000,11/23/02,16.5,A,16,A
USGS,11074000,11/24/02,16.5,A,16,A
USGS,11074000,11/25/02,16,A,16,A
USGS,11074000,11/26/02,16,A,15.5,A
USGS,11074000,11/27/02,15.5,A,15,A
USGS,11074000,11/28/02,15.5,A,15,A
USGS,11074000,11/29/02,15.5,A,15.5,A
USGS,11074000,11/30/02,15.5,A,15,A
USGS,11074000,12/1/02,15.5,A,15,A
USGS,11074000,12/2/02,15.5,A,15,A
USGS,11074000,12/3/02,15.5,A,15,A
USGS,11074000,12/4/02,15.5,A,14.5,A
USGS,11074000,12/5/02,15,A,14.5,A
USGS,11074000,12/6/02,15,A,14.5,A
USGS,11074000,12/7/02,15,A,14.5,A
USGS,11074000,12/8/02,15,A,14.5,A
USGS,11074000,12/9/02,15,A,14.5,A
USGS,11074000,12/10/02,15,A,14.5,A
USGS,11074000,12/11/02,15,A,14,A
USGS,11074000,12/12/02,14.5,A,14,A
USGS,11074000,12/13/02,14.5,A,14,A
USGS,11074000,12/14/02,14,A,14,A
USGS,11074000,12/15/02,14,A,14,A
USGS,11074000,12/16/02,14.5,A,14,A
USGS,11074000,12/17/02,14.5,A,14,A
USGS,11074000,12/18/02,14,A,14,A
USGS,11074000,12/19/02,14,A,13.5,A
USGS,11074000,12/20/02,13.5,A,13,A
USGS,11074000,12/21/02,13,A,12.5,A
USGS,11074000,12/22/02,13,A,12.5,A
USGS,11074000,12/23/02,13,A,13,A
USGS,11074000,12/24/02,13,A,12.5,A
USGS,11074000,12/25/02,13,A,12.5,A
USGS,11074000,12/26/02,13,A,12.5,A
USGS,11074000,12/27/02,13,A,12,A
USGS,11074000,12/28/02,13,A,12.5,A
USGS,11074000,12/29/02,12.5,A,12,A
USGS,11074000,12/30/02,12.5,A,12,A
USGS,11074000,12/31/02,13,A,12,A
USGS,11074000,1/1/03,13,A,12,A
USGS,11074000,1/2/03,13.5,A,13,A
USGS,11074000,1/3/03,13.5,A,13,A
USGS,11074000,1/4/03,13,A,12.5,A
USGS,11074000,1/5/03,14,A,13,A
USGS,11074000,1/6/03,14.5,A,14,A
USGS,11074000,1/7/03,14.5,A,13.5,A
USGS,11074000,1/8/03,13.5,A,13.5,A
USGS,11074000,1/9/03,14,A,13,A
USGS,11074000,1/10/03,14,A,13,A
USGS,11074000,1/11/03,14,A,13.5,A
USGS,11074000,1/12/03,14.5,A,14,A
USGS,11074000,1/13/03,15,A,14,A
USGS,11074000,1/14/03,14.5,A,14,A
USGS,11074000,1/15/03,15.5,A,14.5,A
USGS,11074000,1/16/03,15,A,14,A
USGS,11074000,1/17/03,14.5,A,14,A
USGS,11074000,1/18/03,14.5,A,14,A
USGS,11074000,1/19/03,14.5,A,14.5,A
USGS,11074000,1/20/03,15,A,14.5,A
USGS,11074000,1/21/03,15.5,A,15,A
USGS,11074000,1/22/03,15.5,A,15,A
USGS,11074000,1/23/03,15.5,A,15.5,A
USGS,11074000,1/24/03,16,A,15.5,A
USGS,11074000,1/25/03,16.5,A,15.5,A
USGS,11074000,1/26/03,17,A,16,A
USGS,11074000,1/27/03,17.5,A,16.5,A
USGS,11074000,1/28/03,17.5,A,16.5,A
USGS,11074000,1/29/03,17,A,16.5,A
USGS,11074000,1/30/03,18.5,A,16.5,A
USGS,11074000,1/31/03,20,A,16,A
USGS,11074000,2/1/03,20,A,16.5,A
USGS,11074000,2/2/03,19,A,17,A
USGS,11074000,2/3/03,18,A,14.5,A
USGS,11074000,2/4/03,17,A,13,A
USGS,11074000,2/5/03,16,A,13,A
USGS,11074000,2/6/03,15.5,A,11.5,A
USGS,11074000,2/7/03,15.5,A,12,A
USGS,11074000,2/8/03,17,A,13.5,A
USGS,11074000,2/9/03,17,A,13,A
USGS,11074000,2/10/03,16,A,13,A
USGS,11074000,2/11/03,16,A,13.5,A
USGS,11074000,2/12/03,14,A,14,A
USGS,11074000,2/13/03,14.5,A,14,A
USGS,11074000,2/14/03,15,A,14.5,A
USGS,11074000,2/15/03,15.5,A,15,A
USGS,11074000,2/16/03,15.5,A,15,A
USGS,11074000,2/17/03,15.5,A,15.5,A
USGS,11074000,2/18/03,16,A,15.5,A
USGS,11074000,2/19/03,16,A,15.5,A
USGS,11074000,2/20/03,16,A,15.5,A
USGS,11074000,2/21/03,16,A,15.5,A
USGS,11074000,2/22/03,16,A,15.5,A
USGS,11074000,2/23/03,15.5,A,15.5,A
USGS,11074000,2/24/03,15.5,A,15.5,A
USGS,11074000,2/25/03,16,A,13,A
USGS,11074000,2/26/03,14.5,A,13,A
USGS,11074000,2/27/03,14,A,13.5,A
USGS,11074000,2/28/03,14.5,A,14,A
USGS,11074000,3/1/03,14.5,A,13.5,A
USGS,11074000,3/2/03,15.5,A,14,A
USGS,11074000,3/3/03,14.5,A,14,A
USGS,11074000,3/4/03,14.5,A,14,A
USGS,11074000,3/5/03,14.5,A,14,A
USGS,11074000,3/6/03,14.5,A,14,A
USGS,11074000,3/7/03,14.5,A,14,A
USGS,11074000,3/8/03,15,A,14.5,A
USGS,11074000,3/9/03,15.5,A,14.5,A
USGS,11074000,3/10/03,16,A,15.5,A
USGS,11074000,3/11/03,16.5,A,16,A
USGS,11074000,3/12/03,17,A,16.5,A
USGS,11074000,3/13/03,17.5,A,17,A
USGS,11074000,3/14/03,18,A,17.5,A
USGS,11074000,3/15/03,18,A,16.5,A
USGS,11074000,3/16/03,16.5,A,15,A
USGS,11074000,3/17/03,15.5,A,15,A
USGS,11074000,3/18/03,15.5,A,15,A
USGS,11074000,3/19/03,15.5,A,15,A
USGS,11074000,3/20/03,15.5,A,15,A
USGS,11074000,3/21/03,15.5,A,15,A
USGS,11074000,3/22/03,15.5,A,15.5,A
USGS,11074000,3/23/03,15.5,A,15.5,A
USGS,11074000,3/24/03,15.5,A,15.5,A
USGS,11074000,3/25/03,16,A,15.5,A
USGS,11074000,3/26/03,16,A,15.5,A
USGS,11074000,3/27/03,16,A,15.5,A
USGS,11074000,3/28/03,17,A,16,A
USGS,11074000,3/29/03,17,A,16,A
USGS,11074000,3/30/03,17,A,16,A
USGS,11074000,3/31/03,16.5,A,16,A
USGS,11074000,4/1/03,17,A,16.5,A
USGS,11074000,4/2/03,16.5,A,16.5,A
USGS,11074000,4/3/03,16.5,A,16,A
USGS,11074000,4/4/03,16.5,A,16.5,A
USGS,11074000,4/5/03,17,A,16.5,A
USGS,11074000,4/6/03,17,A,16.5,A
USGS,11074000,4/7/03,17.5,A,16.5,A
USGS,11074000,4/8/03,17,A,17,A
USGS,11074000,4/9/03,17,A,17,A
USGS,11074000,4/10/03,17.5,A,17,A
USGS,11074000,4/11/03,17.5,A,17,A
USGS,11074000,4/12/03,18,A,17.5,A
USGS,11074000,4/13/03,18.5,A,18,A
USGS,11074000,4/14/03,18.5,A,18,A
USGS,11074000,4/15/03,18.5,A,16,A
USGS,11074000,4/16/03,16.5,A,16,A
USGS,11074000,4/17/03,16.5,A,16.5,A
USGS,11074000,4/18/03,17,A,16.5,A
USGS,11074000,4/19/03,17.5,A,17,A
USGS,11074000,4/20/03,18,A,17.5,A
USGS,11074000,4/21/03,18,A,17.5,A
USGS,11074000,4/22/03,18,A,18,A
USGS,11074000,4/23/03,18.5,A,18,A
USGS,11074000,4/24/03,18.5,A,18,A
USGS,11074000,4/25/03,18.5,A,18,A
USGS,11074000,4/26/03,18.5,A,18.5,A
USGS,11074000,4/27/03,19,A,18.5,A
USGS,11074000,4/28/03,19,A,18.5,A
USGS,11074000,4/29/03,19,A,18.5,A
USGS,11074000,4/30/03,19,A,18.5,A
USGS,11074000,5/1/03,19,A,18.5,A
USGS,11074000,5/2/03,19,A,18.5,A
USGS,11074000,5/3/03,19,A,19,A
USGS,11074000,5/4/03,19,A,19,A
USGS,11074000,5/5/03,19.5,A,19,A
USGS,11074000,5/6/03,19.5,A,19,A
USGS,11074000,5/7/03,19.5,A,19,A
USGS,11074000,5/8/03,19.5,A,19,A
USGS,11074000,5/9/03,19.5,A,19,A
USGS,11074000,5/10/03,19.5,A,19,A
USGS,11074000,5/11/03,19.5,A,19,A
USGS,11074000,5/12/03,19.5,A,19,A
USGS,11074000,5/13/03,19.5,A,19,A
USGS,11074000,5/14/03,19.5,A,19,A
USGS,11074000,5/15/03,19.5,A,19,A
USGS,11074000,5/16/03,,,,
USGS,11074000,5/17/03,,,,
USGS,11074000,5/18/03,,,,
USGS,11074000,5/19/03,,,,
USGS,11074000,5/20/03,20.5,A,19.5,A
USGS,11074000,5/21/03,20.5,A,20,A
USGS,11074000,5/22/03,21,A,20,A
USGS,11074000,5/23/03,21.5,A,21,A
USGS,11074000,5/24/03,21.5,A,21,A
USGS,11074000,5/25/03,21.5,A,21,A
USGS,11074000,5/26/03,21.5,A,21,A
USGS,11074000,5/27/03,21.5,A,21,A
USGS,11074000,5/28/03,22,A,21,A
USGS,11074000,5/29/03,22,A,21,A
USGS,11074000,5/30/03,22,A,21.5,A
USGS,11074000,5/31/03,22.5,A,21.5,A
USGS,11074000,6/1/03,22.5,A,22,A
USGS,11074000,6/2/03,22.5,A,22,A
USGS,11074000,6/3/03,22.5,A,22,A
USGS,11074000,6/4/03,22.5,A,22,A
USGS,11074000,6/5/03,22,A,22,A
USGS,11074000,6/6/03,22,A,21.5,A
USGS,11074000,6/7/03,21.5,A,21,A
USGS,11074000,6/8/03,21.5,A,21,A
USGS,11074000,6/9/03,21,A,21,A
USGS,11074000,6/10/03,21,A,20.5,A
USGS,11074000,6/11/03,21.5,A,20.5,A
USGS,11074000,6/12/03,21,A,20.5,A
USGS,11074000,6/13/03,21.5,A,21,A
USGS,11074000,6/14/03,21.5,A,21,A
USGS,11074000,6/15/03,22,A,21,A
USGS,11074000,6/16/03,23,A,22,A
USGS,11074000,6/17/03,23.5,A,23,A
USGS,11074000,6/18/03,23.5,A,23,A
USGS,11074000,6/19/03,23.5,A,22.5,A
USGS,11074000,6/20/03,22.5,A,21.5,A
USGS,11074000,6/21/03,21.5,A,20.5,A
USGS,11074000,6/22/03,20.5,A,20,A
USGS,11074000,6/23/03,22,A,20.5,A
USGS,11074000,6/24/03,24.5,A,20.5,A
USGS,11074000,6/25/03,26.5,A,20.5,A
USGS,11074000,6/26/03,27.5,A,21,A
USGS,11074000,6/27/03,27.5,A,22,A
USGS,11074000,6/28/03,27.5,A,22,A
USGS,11074000,6/29/03,28,A,22,A
USGS,11074000,6/30/03,28.5,A,22.5,A
USGS,11074000,7/1/03,28.5,A,23,A
USGS,11074000,7/2/03,28.5,A,23,A
USGS,11074000,7/3/03,28,A,22.5,A
USGS,11074000,7/4/03,28.5,A,22.5,A
USGS,11074000,7/5/03,28.5,A,23,A
USGS,11074000,7/6/03,28,A,23,A
USGS,11074000,7/7/03,27,A,23,A
USGS,11074000,7/8/03,27.5,A,22.5,A
USGS,11074000,7/9/03,28,A,22.5,A
USGS,11074000,7/10/03,29,A,23.5,A
USGS,11074000,7/11/03,29,A,24.5,A
USGS,11074000,7/12/03,28.5,A,23.5,A
USGS,11074000,7/13/03,29,A,23.5,A
USGS,11074000,7/14/03,29,A,24,A
USGS,11074000,7/15/03,29.5,A,24,A
USGS,11074000,7/16/03,29,A,24.5,A
USGS,11074000,7/17/03,27.5,A,24.5,A
USGS,11074000,7/18/03,27,A,24,A
USGS,11074000,7/19/03,28,A,24,A
USGS,11074000,7/20/03,29.5,A,24,A
USGS,11074000,7/21/03,28.5,A,24,A
USGS,11074000,7/22/03,26.5,A,23.5,A
USGS,11074000,7/23/03,28.5,A,23,A
USGS,11074000,7/24/03,28.5,A,23.5,A
USGS,11074000,7/25/03,28.5,A,23.5,A
USGS,11074000,7/26/03,28,A,23,A
USGS,11074000,7/27/03,28.5,A,23.5,A
USGS,11074000,7/28/03,28.5,A,23.5,A
USGS,11074000,7/29/03,30,A,24,A
USGS,11074000,7/30/03,29,A,24.5,A
USGS,11074000,7/31/03,29,A,24,A
USGS,11074000,8/1/03,28.5,A,24,A
USGS,11074000,8/2/03,28.5,A,23.5,A
USGS,11074000,8/3/03,28,A,23,A
USGS,11074000,8/4/03,28,A,22.5,A
USGS,11074000,8/5/03,27,A,22.5,A
USGS,11074000,8/6/03,27,A,22,A
USGS,11074000,8/7/03,27,A,22.5,A
USGS,11074000,8/8/03,27.5,A,23,A
USGS,11074000,8/9/03,27.5,A,23.5,A
USGS,11074000,8/10/03,28.5,A,23.5,A
USGS,11074000,8/11/03,26.5,A,23.5,A
USGS,11074000,8/12/03,28,A,23,A
USGS,11074000,8/13/03,27.5,A,23.5,A
USGS,11074000,8/14/03,27.5,A,23,A
USGS,11074000,8/15/03,27.5,A,24,A
USGS,11074000,8/16/03,28,A,23.5,A
USGS,11074000,8/17/03,28,A,24,A
USGS,11074000,8/18/03,28,A,24,A
USGS,11074000,8/19/03,27.5,A,24,A
USGS,11074000,8/20/03,28,A,23.5,A
USGS,11074000,8/21/03,27.5,A,24.5,A
USGS,11074000,8/22/03,27,A,23.5,A
USGS,11074000,8/23/03,27,A,22.5,A
USGS,11074000,8/24/03,28,A,23,A
USGS,11074000,8/25/03,28,A,24,A
USGS,11074000,8/26/03,27.5,A,24,A
USGS,11074000,8/27/03,27.5,A,23,A
USGS,11074000,8/28/03,27.5,A,23.5,A
USGS,11074000,8/29/03,27,A,22.5,A
USGS,11074000,8/30/03,27,A,22.5,A
USGS,11074000,8/31/03,27.5,A,23,A
USGS,11074000,9/1/03,27.5,A,23.5,A
USGS,11074000,9/2/03,28,A,24,A
USGS,11074000,9/3/03,27.5,A,24,A
USGS,11074000,9/4/03,28,A,23.5,A
USGS,11074000,9/5/03,28,A,23.5,A
USGS,11074000,9/6/03,27,A,23,A
USGS,11074000,9/7/03,27,A,23,A
USGS,11074000,9/8/03,26,A,22,A
USGS,11074000,9/9/03,24.5,A,22,A
USGS,11074000,9/10/03,24.5,A,21.5,A
USGS,11074000,9/11/03,25.5,A,21.5,A
USGS,11074000,9/12/03,25.5,A,22.5,A
USGS,11074000,9/13/03,25.5,A,22,A
USGS,11074000,9/14/03,26,A,22.5,A
USGS,11074000,9/15/03,25.5,A,22.5,A
USGS,11074000,9/16/03,25,A,22,A
USGS,11074000,9/17/03,24.5,A,21.5,A
USGS,11074000,9/18/03,24.5,A,21.5,A
USGS,11074000,9/19/03,25,A,21.5,A
USGS,11074000,9/20/03,25,A,21.5,A
USGS,11074000,9/21/03,25.5,A,21.5,A
USGS,11074000,9/22/03,25.5,A,22,A
USGS,11074000,9/23/03,25,A,22,A
USGS,11074000,9/24/03,24,A,22,A
USGS,11074000,9/25/03,24.5,A,21.5,A
USGS,11074000,9/26/03,24.5,A,21.5,A
USGS,11074000,9/27/03,25,A,21.5,A
USGS,11074000,9/28/03,25,A,22,A
USGS,11074000,9/29/03,25,A,22,A
USGS,11074000,9/30/03,25,A,22.5,A
USGS,11074000,10/1/03,24.5,A,22.5,A
USGS,11074000,10/2/03,23.5,A,21,A
USGS,11074000,10/3/03,22.5,A,21,A
USGS,11074000,10/4/03,22.5,A,19.5,A
USGS,11074000,10/5/03,23,A,20,A
USGS,11074000,10/6/03,23.5,A,21,A
USGS,11074000,10/7/03,23.5,A,21,A
USGS,11074000,10/8/03,25,A,21,A
USGS,11074000,10/9/03,23.5,A,20.5,A
USGS,11074000,10/10/03,23,A,21.5,A
USGS,11074000,10/11/03,24.5,A,20.5,A
USGS,11074000,10/12/03,25,A,20.5,A
USGS,11074000,10/13/03,23.5,A,20.5,A
USGS,11074000,10/14/03,23.5,A,20.5,A
USGS,11074000,10/15/03,23,A,20.5,A
USGS,11074000,10/16/03,23,A,19.5,A
USGS,11074000,10/17/03,23.5,A,19.5,A
USGS,11074000,10/18/03,24,A,20,A
USGS,11074000,10/19/03,24,A,20.5,A
USGS,11074000,10/20/03,24,A,20,A
USGS,11074000,10/21/03,23.5,A,20,A
USGS,11074000,10/22/03,23.5,A,20,A
USGS,11074000,10/23/03,23.5,A,19,A
USGS,11074000,10/24/03,22.5,A,19.5,A
USGS,11074000,10/25/03,21.5,A,19,A
USGS,11074000,10/26/03,20,A,18,A
USGS,11074000,10/27/03,21,A,17.5,A
USGS,11074000,10/28/03,20.5,A,17,A
USGS,11074000,10/29/03,20,A,17.5,A
USGS,11074000,10/30/03,20,A,18.5,A
USGS,11074000,10/31/03,18.5,A,16.5,A
USGS,11074000,11/1/03,18.5,A,16,A
USGS,11074000,11/2/03,18.5,A,15.5,A
USGS,11074000,11/3/03,17,A,15.5,A
USGS,11074000,11/4/03,18,A,15.5,A
USGS,11074000,11/5/03,18,A,15,A
USGS,11074000,11/6/03,18.5,A,15.5,A
USGS,11074000,11/7/03,18,A,16,A
USGS,11074000,11/8/03,18,A,16,A
USGS,11074000,11/9/03,18,A,17.5,A
USGS,11074000,11/10/03,19,A,18,A
USGS,11074000,11/11/03,19,A,17.5,A
USGS,11074000,11/12/03,18,A,16.5,A
USGS,11074000,11/13/03,16.5,A,16,A
USGS,11074000,11/14/03,16,A,15.5,A
USGS,11074000,11/15/03,15.5,A,15.5,A
USGS,11074000,11/16/03,16,A,15.5,A
USGS,11074000,11/17/03,16,A,15.5,A
USGS,11074000,11/18/03,16,A,15.5,A
USGS,11074000,11/19/03,16,A,15.5,A
USGS,11074000,11/20/03,16,A,15.5,A
USGS,11074000,11/21/03,16,A,16,A
USGS,11074000,11/22/03,16.5,A,15,A
USGS,11074000,11/23/03,15,A,14,A
USGS,11074000,11/24/03,14,A,13.5,A
USGS,11074000,11/25/03,14,A,13,A
USGS,11074000,11/26/03,14,A,13.5,A
USGS,11074000,11/27/03,14.5,A,13.5,A
USGS,11074000,11/28/03,14.5,A,13.5,A
USGS,11074000,11/29/03,14.5,A,13.5,A
USGS,11074000,11/30/03,14.5,A,14,A
USGS,11074000,12/1/03,14.5,A,14,A
USGS,11074000,12/2/03,14.5,A,14,A
USGS,11074000,12/3/03,14.5,A,14,A
USGS,11074000,12/4/03,14.5,A,14,A
USGS,11074000,12/5/03,15,A,14,A
USGS,11074000,12/6/03,15,A,14.5,A
USGS,11074000,12/7/03,16.5,A,15,A
USGS,11074000,12/8/03,17,A,15.5,A
USGS,11074000,12/9/03,15.5,A,14,A
USGS,11074000,12/10/03,14.5,A,14,A
USGS,11074000,12/11/03,14.5,A,14,A
USGS,11074000,12/12/03,14,A,13,A
USGS,11074000,12/13/03,13,A,12.5,A
USGS,11074000,12/14/03,13,A,12,A
USGS,11074000,12/15/03,13,A,12,A
USGS,11074000,12/16/03,12.5,A,11.5,A
USGS,11074000,12/17/03,12.5,A,11.5,A
USGS,11074000,12/18/03,13.5,A,12,A
USGS,11074000,12/19/03,14,A,12.5,A
USGS,11074000,12/20/03,14.5,A,13,A
USGS,11074000,12/21/03,16.5,A,14,A
USGS,11074000,12/22/03,16.5,A,14.5,A
USGS,11074000,12/23/03,15.5,A,13.5,A
USGS,11074000,12/24/03,15.5,A,13.5,A
USGS,11074000,12/25/03,16,A,13.5,A
USGS,11074000,12/26/03,13.5,A,12,A
USGS,11074000,12/27/03,12.5,A,12,A
USGS,11074000,12/28/03,12.5,A,11.5,A
USGS,11074000,12/29/03,12,A,11.5,A
USGS,11074000,12/30/03,12,A,11.5,A
USGS,11074000,12/31/03,12,A,11.5,A
USGS,11074000,1/1/04,11.5,A,11,A
USGS,11074000,1/2/04,11.5,A,11.5,A
USGS,11074000,1/3/04,11.5,A,11,A
USGS,11074000,1/4/04,12,A,11,A
USGS,11074000,1/5/04,12,A,11,A
USGS,11074000,1/6/04,11.5,A,11,A
USGS,11074000,1/7/04,11.5,A,11,A
USGS,11074000,1/8/04,11.5,A,10.5,A
USGS,11074000,1/9/04,11,A,11,A
USGS,11074000,1/10/04,11.5,A,11,A
USGS,11074000,1/11/04,12,A,11,A
USGS,11074000,1/12/04,11.5,A,11.5,A
USGS,11074000,1/13/04,12.5,A,11.5,A
USGS,11074000,1/14/04,12.5,A,12,A
USGS,11074000,1/15/04,12.5,A,12,A
USGS,11074000,1/16/04,13,A,12.5,A
USGS,11074000,1/17/04,13,A,12.5,A
USGS,11074000,1/18/04,13.5,A,13,A
USGS,11074000,1/19/04,14,A,13.5,A
USGS,11074000,1/20/04,14.5,A,13.5,A
USGS,11074000,1/21/04,14.5,A,14,A
USGS,11074000,1/22/04,14,A,13.5,A
USGS,11074000,1/23/04,13.5,A,13.5,A
USGS,11074000,1/24/04,13.5,A,13,A
USGS,11074000,1/25/04,13.5,A,13,A
USGS,11074000,1/26/04,13.5,A,13,A
USGS,11074000,1/27/04,13.5,A,13,A
USGS,11074000,1/28/04,14,A,13.5,A
USGS,11074000,1/29/04,14,A,13.5,A
USGS,11074000,1/30/04,14.5,A,14,A
USGS,11074000,1/31/04,15,A,13,A
USGS,11074000,2/1/04,15,A,14.5,A
USGS,11074000,2/2/04,14.5,A,14,A
USGS,11074000,2/3/04,14.5,A,13,A
USGS,11074000,2/4/04,13.5,A,13,A
USGS,11074000,2/5/04,14,A,13,A
USGS,11074000,2/6/04,14,A,13,A
USGS,11074000,2/7/04,13.5,A,13,A
USGS,11074000,2/8/04,14,A,12.5,A
USGS,11074000,2/9/04,13.5,A,12,A
USGS,11074000,2/10/04,13,A,12,A
USGS,11074000,2/11/04,12.5,A,12,A
USGS,11074000,2/12/04,13.5,A,12.5,A
USGS,11074000,2/13/04,13,A,12,A
USGS,11074000,2/14/04,12.5,A,12,A
USGS,11074000,2/15/04,12.5,A,12,A
USGS,11074000,2/16/04,13.5,A,12.5,A
USGS,11074000,2/17/04,14.5,A,13,A
USGS,11074000,2/18/04,14.5,A,14,A
USGS,11074000,2/19/04,15,A,14,A
USGS,11074000,2/20/04,15,A,14.5,A
USGS,11074000,2/21/04,15,A,14.5,A
USGS,11074000,2/22/04,15,A,14.5,A
USGS,11074000,2/23/04,14.5,A,14,A
USGS,11074000,2/24/04,14,A,13.5,A
USGS,11074000,2/25/04,13.5,A,13.5,A
USGS,11074000,2/26/04,14,A,13,A
USGS,11074000,2/27/04,13.5,A,13,A
USGS,11074000,2/28/04,13,A,13,A
USGS,11074000,2/29/04,13.5,A,13,A
USGS,11074000,3/1/04,13.5,A,13,A
USGS,11074000,3/2/04,14,A,13,A
USGS,11074000,3/3/04,14.5,A,13.5,A
USGS,11074000,3/4/04,14,A,13.5,A
USGS,11074000,3/5/04,14,A,13.5,A
USGS,11074000,3/6/04,14,A,13.5,A
USGS,11074000,3/7/04,15,A,14,A
USGS,11074000,3/8/04,15,A,14,A
USGS,11074000,3/9/04,15,A,14.5,A
USGS,11074000,3/10/04,16,A,14.5,A
