,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,5/5/17,12.3,A,5.2,A,
USGS,9147500,5/6/17,9.8,A,5.3,A,
USGS,9147500,5/7/17,10.7,A,5.7,A,
USGS,9147500,5/8/17,10.1,A,4.9,A,
USGS,9147500,5/9/17,8,A,4.9,A,
USGS,9147500,5/10/17,9.4,A,5.2,A,
USGS,9147500,5/11/17,12,A,5.8,A,
USGS,9147500,5/12/17,11.2,A,5.2,A,
USGS,9147500,5/13/17,12.4,A,5.6,A,
USGS,9147500,5/14/17,11,A,5.2,A,
USGS,9147500,5/15/17,11.7,A,5.2,A,
USGS,9147500,5/16/17,8.7,A,5.1,A,
USGS,9147500,5/17/17,6.6,A,4.2,A,
USGS,9147500,5/18/17,7.6,A,3.9,A,
USGS,9147500,5/19/17,9,A,4.4,A,
USGS,9147500,5/20/17,11.6,A,5.2,A,
USGS,9147500,5/21/17,10.9,A,5.1,A,
USGS,9147500,5/22/17,12.4,A,6.6,A,
USGS,9147500,5/23/17,12.5,A,6.8,A,
USGS,9147500,5/24/17,13.2,A,5.9,A,
USGS,9147500,5/25/17,11.2,A,6.6,A,
USGS,9147500,5/26/17,12.4,A,6.5,A,
USGS,9147500,5/27/17,11.2,A,6.1,A,
USGS,9147500,5/28/17,12.5,A,5.5,A,
USGS,9147500,5/29/17,12.7,A,5.4,A,
USGS,9147500,5/30/17,12.9,A,5.7,A,
USGS,9147500,5/31/17,11.5,A,6.5,A,
USGS,9147500,6/1/17,12.4,A,7,A,
USGS,9147500,6/2/17,12.5,A,6.7,A,
USGS,9147500,6/3/17,13.2,A,6.2,A,
USGS,9147500,6/4/17,13.6,A,6.1,A,
USGS,9147500,6/5/17,12.6,A,6.8,A,
USGS,9147500,6/6/17,11.6,A,6.7,A,
USGS,9147500,6/7/17,11.4,A,6.8,A,
USGS,9147500,6/8/17,12.4,A,6.9,A,
USGS,9147500,6/9/17,12.1,A,6.6,A,
USGS,9147500,6/10/17,11.6,A,7.2,A,
USGS,9147500,6/11/17,12,A,7.3,A,
USGS,9147500,6/12/17,12,A,7.1,A,
USGS,9147500,6/13/17,11.6,A,7,A,
USGS,9147500,6/14/17,12.1,A,7.3,A,
USGS,9147500,6/15/17,12.4,A,7.5,A,
USGS,9147500,6/16/17,12.6,A,7.8,A,
USGS,9147500,6/17/17,12.7,A,8.1,A,
USGS,9147500,6/18/17,13.2,A,8.4,A,
USGS,9147500,6/19/17,12.6,A,8.4,A,
USGS,9147500,6/20/17,13.1,A,8.6,A,
USGS,9147500,6/21/17,12.5,A,9.1,A,
USGS,9147500,6/22/17,13.1,A,9.1,A,
USGS,9147500,6/23/17,14.2,A,8.8,A,
USGS,9147500,6/24/17,14.2,A,8.7,A,
USGS,9147500,6/25/17,14.4,A,9,A,
USGS,9147500,6/26/17,14.4,A,9.2,A,
USGS,9147500,6/27/17,15.3,A,9.9,A,
USGS,9147500,6/28/17,15.2,A,9.2,A,
USGS,9147500,6/29/17,15.2,A,9.2,A,
USGS,9147500,6/30/17,15,A,9.5,A,
USGS,9147500,7/1/17,15.2,A,9.3,A,
USGS,9147500,7/2/17,13.5,A,9.7,A,
USGS,9147500,7/3/17,14.1,A,9.7,A,
USGS,9147500,7/4/17,15.5,A,9.9,A,
USGS,9147500,7/5/17,15.8,A,10.2,A,
USGS,9147500,7/6/17,15.5,A,10.3,A,
USGS,9147500,7/7/17,15.8,A,10.4,A,
USGS,9147500,7/8/17,15.9,A,10.5,A,
USGS,9147500,7/9/17,16.2,A,10.7,A,
USGS,9147500,7/10/17,15.5,A,10.8,A,
USGS,9147500,7/11/17,14.6,A,11,A,
USGS,9147500,7/12/17,13.9,A,11.3,A,
USGS,9147500,7/13/17,14.8,A,10.8,A,
USGS,9147500,7/14/17,15.1,A,10.7,A,
USGS,9147500,7/15/17,16.3,A,10.8,A,
USGS,9147500,7/16/17,15.5,A,11,A,
USGS,9147500,7/17/17,16.4,A,11.1,A,
USGS,9147500,7/18/17,16.2,A,11.4,A,
USGS,9147500,7/19/17,15.2,A,11.3,A,
USGS,9147500,7/20/17,15.6,A,11.4,A,
USGS,9147500,7/21/17,14.9,A,11.3,A,
USGS,9147500,7/22/17,14.2,A,11.6,A,
USGS,9147500,7/23/17,16.5,A,11.1,A,
USGS,9147500,7/24/17,15.6,A,11.3,A,
USGS,9147500,7/25/17,14.3,A,11.9,A,
USGS,9147500,7/26/17,16.5,A,11.8,A,
USGS,9147500,7/27/17,15.9,A,11.7,A,
USGS,9147500,7/28/17,15.5,A,11.9,A,
USGS,9147500,7/29/17,15.1,A,12.2,A,
USGS,9147500,7/30/17,16.7,A,11.8,A,
USGS,9147500,7/31/17,16.4,A,11.5,A,
USGS,9147500,8/1/17,16.5,A,11.7,A,
USGS,9147500,8/2/17,16.2,A,11.4,A,
USGS,9147500,8/3/17,15.5,A,11.5,A,
USGS,9147500,8/4/17,15,A,11.4,A,
USGS,9147500,8/5/17,14.6,A,12.1,A,
USGS,9147500,8/6/17,16.4,A,11.5,A,
USGS,9147500,8/7/17,15.6,A,11.8,A,
USGS,9147500,8/8/17,15.4,A,11.7,A,
USGS,9147500,8/9/17,16.4,A,11.8,A,
USGS,9147500,8/10/17,16.3,A,12,A,
USGS,9147500,8/11/17,13.8,A,12,A,
USGS,9147500,8/12/17,16.2,A,11.7,A,
USGS,9147500,8/13/17,16.5,A,12.1,A,
USGS,9147500,8/14/17,16.8,A,12,A,
USGS,9147500,8/15/17,14.6,A,11.9,A,
USGS,9147500,8/16/17,16.4,A,11.7,A,
USGS,9147500,8/17/17,16.2,A,11.4,A,
USGS,9147500,8/18/17,16.8,A,11.6,A,
USGS,9147500,8/19/17,17.1,A,11.8,A,
USGS,9147500,8/20/17,17.1,A,11.7,A,
USGS,9147500,8/21/17,16.9,A,12.4,A,
USGS,9147500,8/22/17,16,A,12.3,A,
USGS,9147500,8/23/17,16.7,A,12.2,A,
USGS,9147500,8/24/17,17,A,12.4,A,
USGS,9147500,8/25/17,17.6,A,12.1,A,
USGS,9147500,8/26/17,17.8,A,12.3,A,
USGS,9147500,8/27/17,17.8,A,12.2,A,
USGS,9147500,8/28/17,17.7,A,12.3,A,
USGS,9147500,8/29/17,18,A,12.5,A,
USGS,9147500,8/30/17,18.1,A,12.5,A,
USGS,9147500,8/31/17,16.7,A,13,A,
USGS,9147500,9/1/17,17.6,A,13.1,A,
USGS,9147500,9/2/17,18.1,A,12.7,A,
USGS,9147500,9/3/17,18.4,A,13.1,A,
USGS,9147500,9/4/17,18.2,A,12.8,A,
USGS,9147500,9/5/17,18,A,13.1,A,
USGS,9147500,9/6/17,17.5,A,12.8,A,
USGS,9147500,9/7/17,17.2,A,13.2,A,
USGS,9147500,9/8/17,17.8,A,13,A,
USGS,9147500,9/9/17,17.5,A,13.4,A,
USGS,9147500,9/10/17,18.5,A,13.5,A,
USGS,9147500,9/11/17,18.3,A,13.3,A,
USGS,9147500,9/12/17,17.8,A,13.4,A,
USGS,9147500,9/13/17,18.9,A,13.4,A,
USGS,9147500,9/14/17,18.1,A,13.5,A,
USGS,9147500,9/15/17,18,A,12.7,A,
USGS,9147500,9/16/17,18.1,A,12.8,A,
USGS,9147500,9/17/17,17.2,A,12.2,A,
USGS,9147500,9/18/17,19.2,A,12.7,A,
USGS,9147500,9/19/17,16,A,11.9,A,
USGS,9147500,9/20/17,19.3,A,12.2,A,
USGS,9147500,9/21/17,19.4,A,12.1,A,
USGS,9147500,9/22/17,18,A,12.5,A,
USGS,9147500,9/23/17,14.7,A,12.1,A,
USGS,9147500,9/24/17,17,A,11.2,A,
USGS,9147500,9/25/17,17.3,A,10.5,A,
USGS,9147500,9/26/17,17.5,A,10.7,A,
USGS,9147500,9/27/17,15.3,A,11.2,A,
USGS,9147500,9/28/17,16.5,A,12,A,
USGS,9147500,9/29/17,15.9,A,11.7,A,
USGS,9147500,9/30/17,15.6,A,11.8,A,
USGS,9147500,10/1/17,17.5,A,12.1,A,
USGS,9147500,10/2/17,12.9,A,11.4,A,
USGS,9147500,10/3/17,17.3,A,11.2,A,
USGS,9147500,10/4/17,18.1,A,11.3,A,
USGS,9147500,10/5/17,18.2,A,11.4,A,
USGS,9147500,10/6/17,15.6,A,10.9,A,
USGS,9147500,10/7/17,16.8,A,10,A,
USGS,9147500,10/8/17,17,A,10.2,A,
USGS,9147500,10/9/17,11.9,A,10.2,A,
USGS,9147500,10/10/17,16,A,9.4,A,
USGS,9147500,10/11/17,15.8,A,7.4,A,
USGS,9147500,10/12/17,16,A,9.1,A,
USGS,9147500,10/13/17,15.5,A,8,A,
USGS,9147500,10/14/17,13.6,A,7.5,A,
USGS,9147500,10/15/17,13.9,A,5.5,A,
USGS,9147500,10/16/17,14.2,A,6,A,
USGS,9147500,10/17/17,14.4,A,6.5,A,
USGS,9147500,10/18/17,13.8,A,6.6,A,
USGS,9147500,10/19/17,14.3,A,7.5,A,
USGS,9147500,10/20/17,14.9,A,8.6,A,
USGS,9147500,10/21/17,13.4,A,7.7,A,
USGS,9147500,10/22/17,13.6,A,5.9,A,
USGS,9147500,10/23/17,14.3,A,7.2,A,
USGS,9147500,10/24/17,13.4,A,6.6,A,
USGS,9147500,10/25/17,13.8,A,6.2,A,
USGS,9147500,10/26/17,13.1,A,6.5,A,
USGS,9147500,10/27/17,12.2,A,6,A,
USGS,9147500,10/28/17,12.7,A,6.7,A,
USGS,9147500,10/29/17,13.1,A,5.9,A,
USGS,9147500,10/30/17,12.5,A,6.3,A,
USGS,9147500,10/31/17,12.6,A,8.4,A,
USGS,9147500,11/1/17,13,A,7,A,
USGS,9147500,11/2/17,13.6,A,7.4,A,
USGS,9147500,11/3/17,12.8,A,6.2,A,
USGS,9147500,11/4/17,9.9,A,8.1,A,
USGS,9147500,11/5/17,11.9,A,7,A,
USGS,9147500,11/6/17,11.5,A,7.3,A,
USGS,9147500,11/7/17,11.4,A,7.4,A,
USGS,9147500,11/8/17,11.3,A,6.6,A,
USGS,9147500,11/9/17,11.5,A,5.2,A,
USGS,9147500,11/10/17,12.9,A,5.6,A,
USGS,9147500,11/11/17,11.6,A,6.3,A,
USGS,9147500,11/12/17,9.9,A,4.3,A,
USGS,9147500,11/13/17,11.9,A,7,A,
USGS,9147500,11/14/17,10.1,A,5.6,A,
USGS,9147500,11/15/17,9.4,A,4.4,A,
USGS,9147500,11/16/17,11.3,A,5.2,A,
USGS,9147500,11/17/17,11.2,A,5.3,A,
USGS,9147500,11/18/17,8.6,A,3.5,A,
USGS,9147500,11/19/17,9,A,2.2,A,
USGS,9147500,11/20/17,7.8,A,3.4,A,
USGS,9147500,11/21/17,10.1,A,5.6,A,
USGS,9147500,11/22/17,10.4,A,4.8,A,
USGS,9147500,11/23/17,10.1,A,5,A,
USGS,9147500,11/24/17,10,A,5.2,A,
USGS,9147500,11/25/17,9.8,A,4.8,A,
USGS,9147500,11/26/17,10.2,A,4.3,A,
USGS,9147500,11/27/17,8.6,A,4.2,A,
USGS,9147500,11/28/17,9.5,A,5.2,A,
USGS,9147500,11/29/17,7.1,A,3.9,A,
USGS,9147500,11/30/17,8.4,A,3.1,A,
USGS,9147500,12/1/17,9.3,A,4,A,
USGS,9147500,12/2/17,9.8,A,4.6,A,
USGS,9147500,12/3/17,8.8,A,4.2,A,
USGS,9147500,12/4/17,6.7,A,2.4,A,
USGS,9147500,12/5/17,6.2,A,0.8,A,
USGS,9147500,12/6/17,6,A,0.8,A,
USGS,9147500,12/7/17,4.8,A,0.2,A,
USGS,9147500,12/8/17,6.4,A,1.5,A,
USGS,9147500,12/9/17,6.6,A,0.7,A,
USGS,9147500,12/10/17,6.3,A,0.1,A,
USGS,9147500,12/11/17,6.4,A,0.4,A,
USGS,9147500,12/12/17,7.1,A,1.1,A,
USGS,9147500,12/13/17,7.1,A,1.2,A,
USGS,9147500,12/14/17,6.1,A,1.8,A,
USGS,9147500,12/15/17,5.9,A,0.1,A,
USGS,9147500,12/16/17,5.5,A,1,A,
USGS,9147500,12/17/17,5.5,A,0.8,A,
USGS,9147500,12/18/17,5.5,A,0,A,
USGS,9147500,12/19/17,6,A,0.4,A,
USGS,9147500,12/20/17,7.5,A,1.1,A,
USGS,9147500,12/21/17,4.3,A,1.7,A,
USGS,9147500,12/22/17,4.8,A,0.6,A,
USGS,9147500,12/23/17,4.7,A,2.1,A,
USGS,9147500,12/24/17,4.6,A,0.3,A,
USGS,9147500,12/25/17,6.4,A,2.2,A,
USGS,9147500,12/26/17,5.7,A,1.1,A,
USGS,9147500,12/27/17,5.9,A,0.6,A,
USGS,9147500,12/28/17,6.4,A,1.6,A,
USGS,9147500,12/29/17,6.6,A,0.9,A,
USGS,9147500,12/30/17,5.4,A,1.4,A,
USGS,9147500,12/31/17,5.4,A,2.1,A,
USGS,9147500,1/1/18,5.2,A,0.5,A,
USGS,9147500,1/2/18,5.1,A,0,A,
USGS,9147500,1/3/18,4.4,A,0,A,
USGS,9147500,1/4/18,4.8,A,0,A,
USGS,9147500,1/5/18,4.9,A,0,A,
USGS,9147500,1/6/18,3.6,A,0.6,A,
USGS,9147500,1/7/18,5.6,A,1.7,A,
USGS,9147500,1/8/18,5.8,A,0.1,A,
USGS,9147500,1/9/18,7.8,A,3,A,
USGS,9147500,1/10/18,4.8,A,2.4,A,
USGS,9147500,1/11/18,5.9,A,1.6,A,
USGS,9147500,1/12/18,5,A,0.7,A,
USGS,9147500,1/13/18,5.5,A,0,A,
USGS,9147500,1/14/18,5.9,A,0,A,
USGS,9147500,1/15/18,5.6,A,0,A,
USGS,9147500,1/16/18,5.1,A,0,A,
USGS,9147500,1/17/18,4.9,A,0,A,
USGS,9147500,1/18/18,5.7,A,0,A,
USGS,9147500,1/19/18,8.4,A,0.4,A,
USGS,9147500,1/20/18,5.5,A,1.7,A,
USGS,9147500,1/21/18,3.2,A,0.6,A,
USGS,9147500,1/22/18,3.8,A,0,A,
USGS,9147500,1/23/18,4.7,A,0,A,
USGS,9147500,1/24/18,4.8,A,0,A,
USGS,9147500,1/25/18,5.2,A,0,A,
USGS,9147500,1/26/18,4.9,A,0,A,
USGS,9147500,1/27/18,4.8,A,0,A,
USGS,9147500,1/28/18,5.7,A,0,A,
USGS,9147500,1/29/18,6.6,A,0,A,
USGS,9147500,1/30/18,7.1,A,0,A,
USGS,9147500,1/31/18,6.5,A,0.7,A,
USGS,9147500,2/1/18,6.2,A,1,A,
USGS,9147500,2/2/18,8.4,A,1.9,A,
USGS,9147500,2/3/18,7.9,A,2,A,
USGS,9147500,2/4/18,7.2,A,1,A,
USGS,9147500,2/5/18,6.2,A,1.8,A,
USGS,9147500,2/6/18,6,A,1.2,A,
USGS,9147500,2/7/18,6.8,A,0,A,
USGS,9147500,2/8/18,7.1,A,0,A,
USGS,9147500,2/9/18,5.9,A,0.8,A,
USGS,9147500,2/10/18,3.1,A,0,A,
USGS,9147500,2/11/18,5.9,A,0,A,
USGS,9147500,2/12/18,5.7,A,0,A,
USGS,9147500,2/13/18,6.3,A,1.3,A,
USGS,9147500,2/14/18,5.4,A,2,A,
USGS,9147500,2/15/18,4.5,A,2.4,A,
USGS,9147500,2/16/18,6.1,A,0.3,A,
USGS,9147500,2/17/18,8.3,A,0,A,
USGS,9147500,2/18/18,8.9,A,0,A,
USGS,9147500,2/19/18,4.8,A,0.8,A,
USGS,9147500,2/20/18,4.1,A,0,A,
USGS,9147500,2/21/18,4.3,A,0,A,
USGS,9147500,2/22/18,5.8,A,0.2,A,
USGS,9147500,2/23/18,6.2,A,0,A,
USGS,9147500,2/24/18,7,A,0,A,
USGS,9147500,2/25/18,6.2,A,0.1,A,
USGS,9147500,2/26/18,7.4,A,0,A,
USGS,9147500,2/27/18,9.5,A,0,A,
USGS,9147500,2/28/18,6.8,A,0.7,A,
USGS,9147500,3/1/18,8.1,A,0,A,
USGS,9147500,3/2/18,10.3,A,0.8,A,
USGS,9147500,3/3/18,10.7,A,1.3,A,
USGS,9147500,3/4/18,7.7,A,0.8,A,
USGS,9147500,3/5/18,7.8,A,0,A,
USGS,9147500,3/6/18,8.3,A,0,A,
USGS,9147500,3/7/18,8.8,A,0,A,
USGS,9147500,3/8/18,10.3,A,1.6,A,
USGS,9147500,3/9/18,8.6,A,0.9,A,
USGS,9147500,3/10/18,9.9,A,2.1,A,
USGS,9147500,3/11/18,8.6,A,1.5,A,
USGS,9147500,3/12/18,10.9,A,1.3,A,
USGS,9147500,3/13/18,11.7,A,1.4,A,
USGS,9147500,3/14/18,10.6,A,2.3,A,
USGS,9147500,3/15/18,10.4,A,3.7,A,
USGS,9147500,3/16/18,10.8,A,2.1,A,
USGS,9147500,3/17/18,10.3,A,0.9,A,
USGS,9147500,3/18/18,6,A,2.2,A,
USGS,9147500,3/19/18,9.9,A,1.5,A,
USGS,9147500,3/20/18,10.1,A,0,A,
USGS,9147500,3/21/18,6.2,A,1.1,A,
USGS,9147500,3/22/18,7.6,A,2.6,A,
USGS,9147500,3/23/18,11.2,A,4.2,A,
USGS,9147500,3/24/18,9.2,A,1.5,A,
USGS,9147500,3/25/18,9.1,A,2.5,A,
USGS,9147500,3/26/18,9.9,A,2,A,
USGS,9147500,3/27/18,10.3,A,0.5,A,
USGS,9147500,3/28/18,10.7,A,1.1,A,
USGS,9147500,3/29/18,12,A,1.5,A,
USGS,9147500,3/30/18,13.1,A,1.3,A,
USGS,9147500,3/31/18,13.3,A,2.4,A,
USGS,9147500,4/1/18,13.4,A,4.4,A,
USGS,9147500,4/2/18,13.3,A,4,A,
USGS,9147500,4/3/18,11.8,A,3.2,A,
USGS,9147500,4/4/18,8.9,A,1.7,A,
USGS,9147500,4/5/18,9.6,A,1.7,A,
USGS,9147500,4/6/18,7.3,A,5,A,
USGS,9147500,4/7/18,10.4,A,5.2,A,
USGS,9147500,4/8/18,10.3,A,5,A,
USGS,9147500,4/9/18,13.2,A,2.7,A,
USGS,9147500,4/10/18,12.9,A,2.4,A,
USGS,9147500,4/11/18,13.8,A,4.8,A,
USGS,9147500,4/12/18,10.7,A,5.5,A,
USGS,9147500,4/13/18,6.7,A,1.4,A,
USGS,9147500,4/14/18,13.2,A,2.4,A,
USGS,9147500,4/15/18,13.8,A,2.5,A,
USGS,9147500,4/16/18,12,A,5.4,A,
USGS,9147500,4/17/18,11.1,A,4,A,
USGS,9147500,4/18/18,13.8,A,1.1,A,
USGS,9147500,4/19/18,11.1,A,2.6,A,
USGS,9147500,4/20/18,9.6,A,5.3,A,
USGS,9147500,4/21/18,9.9,A,3.4,A,
USGS,9147500,4/22/18,16.1,A,3.3,A,
USGS,9147500,4/23/18,14.1,A,5.4,A,
USGS,9147500,4/24/18,11.8,A,5.3,A,
USGS,9147500,4/25/18,14.1,A,3.2,A,
USGS,9147500,4/26/18,14.1,A,3.9,A,
USGS,9147500,4/27/18,14.5,A,3.7,A,
USGS,9147500,4/28/18,10.6,A,4.4,A,
USGS,9147500,4/29/18,12.3,A,5.2,A,
USGS,9147500,4/30/18,12.1,A,5,A,
USGS,9147500,5/1/18,8.7,A,4.8,A,
USGS,9147500,5/2/18,8.5,A,5.1,A,
USGS,9147500,5/3/18,9.3,A,4.6,A,
USGS,9147500,5/4/18,12.9,A,4.4,A,
USGS,9147500,5/5/18,13.1,A,4.6,A,
USGS,9147500,5/6/18,11.8,A,5.1,A,
USGS,9147500,5/7/18,9.7,A,5,A,
USGS,9147500,5/8/18,13.3,A,4.6,A,
USGS,9147500,5/9/18,10.9,A,4.5,A,
USGS,9147500,5/10/18,13.6,A,4.7,A,
USGS,9147500,5/11/18,10,A,5.1,A,
USGS,9147500,5/12/18,13.4,A,5.6,A,
USGS,9147500,5/13/18,13.1,A,5.2,A,
USGS,9147500,5/14/18,13.3,A,4,A,
USGS,9147500,5/15/18,13.2,A,4.2,A,
USGS,9147500,5/16/18,13.5,A,4.4,A,
USGS,9147500,5/17/18,12.7,A,4.8,A,
USGS,9147500,5/18/18,10.7,A,5,A,
USGS,9147500,5/19/18,12.2,A,5.1,A,
USGS,9147500,5/20/18,10,A,5.2,A,
USGS,9147500,5/21/18,11.7,A,5.1,A,
USGS,9147500,5/22/18,10.7,A,5.7,A,
USGS,9147500,5/23/18,11.4,A,5.7,A,
USGS,9147500,5/24/18,13.4,A,5.5,A,
USGS,9147500,5/25/18,13.7,A,5.6,A,
USGS,9147500,5/26/18,11.7,A,5.5,A,
USGS,9147500,5/27/18,14.1,A,5.9,A,
USGS,9147500,5/28/18,11.2,A,5.6,A,
USGS,9147500,5/29/18,14.5,A,6.4,A,
USGS,9147500,5/30/18,10.4,A,6.3,A,
USGS,9147500,5/31/18,13.9,A,6.4,A,
USGS,9147500,6/1/18,13.8,A,6.4,A,
USGS,9147500,6/2/18,14,A,5.9,A,
USGS,9147500,6/3/18,11.1,A,6.7,A,
USGS,9147500,6/4/18,14.5,A,6.2,A,
USGS,9147500,6/5/18,14.6,A,6.9,A,
USGS,9147500,6/6/18,14.9,A,6.7,A,
USGS,9147500,6/7/18,15.4,A,7,A,
USGS,9147500,6/8/18,15.4,A,6.7,A,
USGS,9147500,6/9/18,15.5,A,6.6,A,
USGS,9147500,6/10/18,15.1,A,6.9,A,
USGS,9147500,6/11/18,15.2,A,6.6,A,
USGS,9147500,6/12/18,15.7,A,6.6,A,
USGS,9147500,6/13/18,14.1,A,6.7,A,
USGS,9147500,6/14/18,13,A,7.8,A,
USGS,9147500,6/15/18,13.9,A,7.3,A,
USGS,9147500,6/16/18,12.1,A,8.7,A,
USGS,9147500,6/17/18,12.2,A,8.7,A,
USGS,9147500,6/18/18,15.1,A,7.9,A,
USGS,9147500,6/19/18,15.6,A,7.5,A,
USGS,9147500,6/20/18,15.8,A,7.2,A,
USGS,9147500,6/21/18,16,A,7.4,A,
USGS,9147500,6/22/18,14.8,A,7.4,A,
USGS,9147500,6/23/18,15.3,A,6.9,A,
USGS,9147500,6/24/18,14.9,A,7.3,A,
USGS,9147500,6/25/18,15.4,A,6.9,A,
USGS,9147500,6/26/18,15.4,A,7,A,
USGS,9147500,6/27/18,14.5,A,7.3,A,
USGS,9147500,6/28/18,15.7,A,7.3,A,
USGS,9147500,6/29/18,15.2,A,6.9,A,
USGS,9147500,6/30/18,14.8,A,7,A,
USGS,9147500,7/1/18,15.1,A,7.1,A,
USGS,9147500,7/2/18,15.3,A,7,A,
USGS,9147500,7/3/18,13.3,A,7.4,A,
USGS,9147500,7/4/18,13.9,A,7.5,A,
USGS,9147500,7/5/18,12.5,A,7.7,A,
USGS,9147500,7/6/18,15.6,A,7.9,A,
USGS,9147500,7/7/18,16,A,8.2,A,
USGS,9147500,7/8/18,16.1,A,8.2,A,
USGS,9147500,7/9/18,16,A,8.2,A,
USGS,9147500,7/10/18,16.2,A,8.5,A,
USGS,9147500,7/11/18,16.1,A,8.6,A,
USGS,9147500,7/12/18,15.6,A,8.9,A,
USGS,9147500,7/13/18,16.3,A,8.8,A,
USGS,9147500,7/14/18,16.5,A,9.1,A,
USGS,9147500,7/15/18,13.8,A,9.1,A,
USGS,9147500,7/16/18,16.3,A,9.4,A,
USGS,9147500,7/17/18,16,A,9.3,A,
USGS,9147500,7/18/18,14.6,A,8.9,A,
USGS,9147500,7/19/18,16.3,A,9.2,A,
USGS,9147500,7/20/18,14.1,A,9.2,A,
USGS,9147500,7/21/18,16,A,9.1,A,
USGS,9147500,7/22/18,15.3,A,9.4,A,
USGS,9147500,7/23/18,15.3,A,9.2,A,
USGS,9147500,7/24/18,16.2,A,9.5,A,
USGS,9147500,7/25/18,15,A,9.7,A,
USGS,9147500,7/26/18,15.9,A,9.5,A,
USGS,9147500,7/27/18,13.9,A,9.2,A,
USGS,9147500,7/28/18,16.9,A,9.3,A,
USGS,9147500,7/29/18,16.1,A,9.2,A,
USGS,9147500,7/30/18,16.3,A,9.3,A,
USGS,9147500,7/31/18,16.5,A,9,A,
USGS,9147500,8/1/18,15.1,A,9.2,A,
USGS,9147500,8/2/18,17,A,9.7,A,
USGS,9147500,8/3/18,14.6,A,10.3,A,
USGS,9147500,8/4/18,15.6,A,9.7,A,
USGS,9147500,8/5/18,16.7,A,10.2,A,
USGS,9147500,8/6/18,17.4,A,10,A,
USGS,9147500,8/7/18,17,A,9.3,A,
USGS,9147500,8/8/18,17.2,A,9.3,A,
USGS,9147500,8/9/18,17.8,A,9.4,A,
USGS,9147500,8/10/18,17.8,A,10.1,A,
USGS,9147500,8/11/18,17.8,A,9.8,A,
USGS,9147500,8/12/18,18,A,10,A,
USGS,9147500,8/13/18,18.7,A,10.4,A,
USGS,9147500,8/14/18,19,A,10.1,A,
USGS,9147500,8/15/18,15.3,A,11,A,
USGS,9147500,8/16/18,18.2,A,11.4,A,
USGS,9147500,8/17/18,20.1,A,10.9,A,
USGS,9147500,8/18/18,17.9,A,11.2,A,
USGS,9147500,8/19/18,19.9,A,10.2,A,
USGS,9147500,8/20/18,20,A,9.7,A,
USGS,9147500,8/21/18,17.2,A,11.4,A,
USGS,9147500,8/22/18,16.4,A,11.8,A,
USGS,9147500,8/23/18,20.1,A,11.3,A,
USGS,9147500,8/24/18,20,A,10.2,A,
USGS,9147500,8/25/18,16.9,A,10.9,A,
USGS,9147500,8/26/18,17.6,A,11.1,A,
USGS,9147500,8/27/18,19.1,A,10.8,A,
USGS,9147500,8/28/18,20.4,A,10.2,A,
USGS,9147500,8/29/18,20.1,A,9.4,A,
USGS,9147500,8/30/18,20.5,A,10.3,A,
USGS,9147500,8/31/18,18.1,A,10.4,A,
USGS,9147500,9/1/18,17,A,10.4,A,
USGS,9147500,9/2/18,19.9,A,11.1,A,
USGS,9147500,9/3/18,17.7,A,11.3,A,
USGS,9147500,9/4/18,18.4,A,10.9,A,
USGS,9147500,9/5/18,15,A:[4,]   11.2,A:[4,]
USGS,9147500,9/6/18,17.7,A,10.9,A,
USGS,9147500,9/7/18,19.6,A,10.4,A,
USGS,9147500,9/8/18,20.1,A,10.2,A,
USGS,9147500,9/9/18,20.3,A,11.5,A,
USGS,9147500,9/10/18,19.3,A,10,A,
USGS,9147500,9/11/18,18.8,A,10.6,A,
USGS,9147500,9/12/18,19.9,A,9.7,A,
USGS,9147500,9/13/18,19.4,A,9.1,A,
USGS,9147500,9/14/18,19.8,A,8.4,A,
USGS,9147500,9/15/18,18.9,A,9.2,A,
USGS,9147500,9/16/18,20.9,A,10.6,A,
USGS,9147500,9/17/18,19.5,A,10.4,A,
USGS,9147500,9/18/18,20.4,A,11.1,A,
USGS,9147500,9/19/18,13.6,A,10,A,
USGS,9147500,9/20/18,20.1,A,11.3,A,
USGS,9147500,9/21/18,19,A,8.8,A,
USGS,9147500,9/22/18,19.3,A,9,A,
USGS,9147500,9/23/18,18.6,A,9.6,A,
USGS,9147500,9/24/18,17,A,11.2,A,
USGS,9147500,9/25/18,17.8,A,9.5,A,
USGS,9147500,9/26/18,17.6,A,8.4,A,
USGS,9147500,9/27/18,17.3,A,7.3,A,
USGS,9147500,9/28/18,18.2,A,8,A,
USGS,9147500,9/29/18,18.2,A,8.4,A,
USGS,9147500,9/30/18,18,A,9.4,A,
USGS,9147500,10/1/18,14,A,11.2,A,
USGS,9147500,10/2/18,14.5,A,11.6,A,
USGS,9147500,10/3/18,18.4,A,12,A,
USGS,9147500,10/4/18,16.6,A,11,A,
USGS,9147500,10/5/18,13,A,9.2,A,
USGS,9147500,10/6/18,13.1,A,8.5,A,
USGS,9147500,10/7/18,15.5,A,9.8,A,
USGS,9147500,10/8/18,13.2,A,9.2,A,
USGS,9147500,10/9/18,14.1,A,8.5,A,
USGS,9147500,10/10/18,14.1,A,8.8,A,
USGS,9147500,10/11/18,11.3,A,8.9,A,
USGS,9147500,10/12/18,15.5,A,8.8,A,
USGS,9147500,10/13/18,15,A,7.2,A,
