,site_no,Date,Temp (max),,Temp (min),,
USGS,9147500,6/16/22,15.5,A,7.6,A,
USGS,9147500,6/17/22,14.4,A,8.9,A,
USGS,9147500,6/18/22,13.2,A,9.5,A,
USGS,9147500,6/19/22,13.8,A,9.1,A,
USGS,9147500,6/20/22,14.4,A,8.4,A,
USGS,9147500,6/21/22,14.6,A,7.5,A,
USGS,9147500,6/22/22,13,A,8.5,A,
USGS,9147500,6/23/22,13.4,A,8.7,A,
USGS,9147500,6/24/22,13.2,A,9,A,
USGS,9147500,6/25/22,16.4,A,8.4,A,
USGS,9147500,6/26/22,12.4,A,9,A,
USGS,9147500,6/27/22,17,A,8.9,A,
USGS,9147500,6/28/22,16.8,A,8.8,A,
USGS,9147500,6/29/22,15.6,A,8.9,A,
USGS,9147500,6/30/22,12.9,A,9.8,A,
USGS,9147500,7/1/22,12.7,A,9.3,A,
USGS,9147500,7/2/22,16.7,A,9,A,
USGS,9147500,7/3/22,13.9,A,10,A,
USGS,9147500,7/4/22,14,A,9.6,A,
USGS,9147500,7/5/22,12.5,A,9.8,A,
USGS,9147500,7/6/22,15.9,A,9.6,A,
USGS,9147500,7/7/22,15.7,A,9.1,A,
USGS,9147500,7/8/22,16.8,A,9.2,A,
USGS,9147500,7/9/22,16.1,A,9.3,A,
USGS,9147500,7/10/22,14.2,A,9.8,A,
USGS,9147500,7/11/22,16.8,A,9.7,A,
USGS,9147500,7/12/22,16.5,A,9.6,A,
USGS,9147500,7/13/22,16.7,A,9.7,A,
USGS,9147500,7/14/22,15,A,10,A,
USGS,9147500,7/15/22,16.4,A,10.6,A,
USGS,9147500,7/16/22,17.7,A,10.6,A,
USGS,9147500,7/17/22,17.8,A,10.4,A,
USGS,9147500,7/18/22,15.5,A,11,A,
USGS,9147500,7/19/22,17,A,10.4,A,
USGS,9147500,7/20/22,15.7,A,10.4,A,
USGS,9147500,7/21/22,16.6,A,10.3,A,
USGS,9147500,7/22/22,15.9,A,10.1,A,
USGS,9147500,7/23/22,16.3,A,10.6,A,
USGS,9147500,7/24/22,14.1,A,10.7,A,
USGS,9147500,7/25/22,14.5,A,10.8,A,
USGS,9147500,7/26/22,16.8,A,10.6,A,
USGS,9147500,7/27/22,15,A,11.2,A,
USGS,9147500,7/28/22,15.1,A,11.2,A,
USGS,9147500,7/29/22,15.8,A,11.9,A,
USGS,9147500,7/30/22,15.4,A,11.2,A,
USGS,9147500,7/31/22,17.7,A,11.1,A,
USGS,9147500,8/1/22,16.4,A,11.6,A,
USGS,9147500,8/2/22,17.4,A,11.8,A,
USGS,9147500,8/3/22,17.6,A,12,A,
USGS,9147500,8/4/22,15.9,A,11.3,A,
USGS,9147500,8/5/22,16.1,A,11.6,A,
USGS,9147500,8/6/22,18.1,A,11.4,A,
USGS,9147500,8/7/22,18.6,A,11.2,A,
USGS,9147500,8/8/22,17.7,A,11,A,
USGS,9147500,8/9/22,17.8,A,11.1,A,
USGS,9147500,8/10/22,16,A,11.3,A,
USGS,9147500,8/11/22,17.8,A,11.4,A,
USGS,9147500,8/12/22,17.5,A,11.2,A,
USGS,9147500,8/13/22,17.1,A,11.3,A,
USGS,9147500,8/14/22,17.4,A,11.5,A,
USGS,9147500,8/15/22,16.1,A,11.6,A,
USGS,9147500,8/16/22,15.5,A,12.2,A,
USGS,9147500,8/17/22,17.2,A,11.9,A,
USGS,9147500,8/18/22,18.9,A,11.5,A,
USGS,9147500,8/19/22,15,A,12.2,A,
USGS,9147500,8/20/22,16.6,A,11.9,A,
USGS,9147500,8/21/22,17.8,A,12.2,A,
USGS,9147500,8/22/22,19.1,A,11.5,A,
USGS,9147500,8/23/22,19,A,11.6,A,
USGS,9147500,8/24/22,19.1,A,11.4,A,
USGS,9147500,8/25/22,17.6,A,12,A,
USGS,9147500,8/26/22,14.6,A,12.7,A,
USGS,9147500,8/27/22,16.8,A,11.5,A,
USGS,9147500,8/28/22,15.4,A,11.4,A,
USGS,9147500,8/29/22,18.6,A,11.4,A,
USGS,9147500,8/30/22,19.1,A,11.5,A,
USGS,9147500,8/31/22,19.3,A,12.2,A,
USGS,9147500,9/1/22,19.2,A,11.6,A,
USGS,9147500,9/2/22,18.6,A,11.6,A,
USGS,9147500,9/3/22,18.7,A,12.1,A,
USGS,9147500,9/4/22,18.7,A,12.1,A,
USGS,9147500,9/5/22,18.8,A,12.1,A,
USGS,9147500,9/6/22,19.6,A,12.2,A,
USGS,9147500,9/7/22,19.8,A,12.2,A,
USGS,9147500,9/8/22,19.3,A,12.1,A,
USGS,9147500,9/9/22,20.3,A,11.9,A,
USGS,9147500,9/10/22,19.3,A,12.1,A,
USGS,9147500,9/11/22,19.2,A,10.9,A,
USGS,9147500,9/12/22,19.9,A,11,A,
USGS,9147500,9/13/22,16.2,A,11.9,A,
USGS,9147500,9/14/22,16.2,A,12.9,A,
USGS,9147500,9/15/22,17.8,A,12.2,A,
USGS,9147500,9/16/22,19.5,A,10.6,A,
USGS,9147500,9/17/22,20.3,A,11,A,
USGS,9147500,9/18/22,20.2,A,10.1,A,
USGS,9147500,9/19/22,19.2,A,10.9,A,
USGS,9147500,9/20/22,15.4,A,10.6,A,
USGS,9147500,9/21/22,14.8,A,12.1,A,
USGS,9147500,9/22/22,19.5,A,12.9,A,
USGS,9147500,9/23/22,18.9,A,10.8,A,
USGS,9147500,9/24/22,19.3,A,10.1,A,
USGS,9147500,9/25/22,19.1,A,9.2,A,
USGS,9147500,9/26/22,19.6,A,10.2,A,
USGS,9147500,9/27/22,17.2,A,10.7,A,
USGS,9147500,9/28/22,16.4,A,10.7,A,
USGS,9147500,9/29/22,19.5,A,11.1,A,
USGS,9147500,9/30/22,17.5,A,11.4,A,
USGS,9147500,10/1/22,15.4,A,10.8,A,
USGS,9147500,10/2/22,13,A,10.4,A,
USGS,9147500,10/3/22,15.4,A,9.2,A,
USGS,9147500,10/4/22,17,A,9.3,A,
USGS,9147500,10/5/22,17.1,A,9.4,A,
USGS,9147500,10/6/22,17.2,A,9.6,A,
USGS,9147500,10/7/22,17.4,A,9.7,A,
USGS,9147500,10/8/22,17.1,A,9.3,A,
USGS,9147500,10/9/22,17,A,9.3,A,
USGS,9147500,10/10/22,16.6,A,9.4,A,
USGS,9147500,10/11/22,15,A,9.6,A,
USGS,9147500,10/12/22,16.4,A,8.5,A,
USGS,9147500,10/13/22,16.3,A,8.3,A,
USGS,9147500,10/14/22,16.2,A,8,A,
USGS,9147500,10/15/22,16.1,A,7.7,A,
USGS,9147500,10/16/22,14.9,A,8.3,A,
USGS,9147500,10/17/22,15.7,A,8.4,A,
USGS,9147500,10/18/22,15.7,A,8.4,A,
USGS,9147500,10/19/22,15.6,A,7.8,A,
USGS,9147500,10/20/22,15.5,A,7.5,A,
USGS,9147500,10/21/22,15.7,A,7.7,A,
USGS,9147500,10/22/22,15,A,8.3,A,
USGS,9147500,10/23/22,11.2,A,7.1,A,
USGS,9147500,10/24/22,10.9,A,6.1,A,
USGS,9147500,10/25/22,13.2,A,5,A,
USGS,9147500,10/26/22,11,A,7.9,A,
USGS,9147500,10/27/22,9,A,5.6,A,
USGS,9147500,10/28/22,12.7,A,5.3,A,
USGS,9147500,10/29/22,12,A,5.3,A,
USGS,9147500,10/30/22,12.3,A,6,A,
USGS,9147500,10/31/22,12.7,A,5.6,A,
USGS,9147500,11/1/22,11.9,A,5.7,A,
USGS,9147500,11/2/22,12.5,A,6.2,A,
USGS,9147500,11/3/22,8.9,A,6.2,A,
USGS,9147500,11/4/22,8.8,A,5.2,A,
USGS,9147500,11/5/22,8.6,A,4.4,A,
USGS,9147500,11/6/22,9.7,A,6,A,
USGS,9147500,11/7/22,11.8,A,5.2,A,
USGS,9147500,11/8/22,11.4,A,5.4,A,
USGS,9147500,11/9/22,10.6,A,6,A,
USGS,9147500,11/10/22,9,A,3.7,A,
USGS,9147500,11/11/22,8.6,A,3.8,A,
USGS,9147500,11/12/22,8.3,A,2,A,
USGS,9147500,11/13/22,8,A,2.2,A,
USGS,9147500,11/14/22,7.7,A,3.8,A,
USGS,9147500,11/15/22,7.5,A,2.5,A,
USGS,9147500,11/16/22,7.2,A,0.8,A,
USGS,9147500,11/17/22,7.8,A,1,A,
USGS,9147500,11/18/22,7.8,A,2.5,A,
USGS,9147500,11/19/22,7,A,0.5,A,
USGS,9147500,11/20/22,7.5,A,0.6,A,
USGS,9147500,11/21/22,7.6,A,0.5,A,
USGS,9147500,11/22/22,7.6,A,0.8,A,
USGS,9147500,11/23/22,6.2,A,0.9,A,
USGS,9147500,11/24/22,7.2,A,2.5,A,
USGS,9147500,11/25/22,7.5,A,0.7,A,
USGS,9147500,11/26/22,7.7,A,1.4,A,
USGS,9147500,11/27/22,7.7,A,3.6,A,
USGS,9147500,11/28/22,9.2,A,2.1,A,
USGS,9147500,11/29/22,6.3,A,0.3,A,
USGS,9147500,11/30/22,5.9,A,0,A,
USGS,9147500,12/1/22,7.9,A,0.9,A,
USGS,9147500,12/2/22,8.2,A,2.7,A,
USGS,9147500,12/3/22,5.3,A,2.4,A,
USGS,9147500,12/4/22,7.1,A,2.7,A,
USGS,9147500,12/5/22,7.6,A,4.7,A,
USGS,9147500,12/6/22,4.7,A,3.5,A,
USGS,9147500,12/7/22,6.4,A,3.7,A,
USGS,9147500,12/8/22,6.5,A,1.8,A,
USGS,9147500,12/9/22,4.5,A,0,A,
USGS,9147500,12/10/22,5.7,A,0,A,
USGS,9147500,12/11/22,6.5,A,1.2,A,
USGS,9147500,12/12/22,4,A,1.6,A,
USGS,9147500,12/13/22,3.6,A,0.4,A,
USGS,9147500,12/14/22,5.5,A,0.6,A,
USGS,9147500,12/15/22,2.5,A,0,A,
USGS,9147500,12/16/22,2.8,A,0,A,
USGS,9147500,12/17/22,0.1,A,0,A,
USGS,9147500,12/18/22,0.1,A,0,A,
USGS,9147500,12/19/22,1.2,A,0,A,
USGS,9147500,12/20/22,2.5,A,0,A,
USGS,9147500,12/21/22,4.3,A,0.6,A,
USGS,9147500,12/22/22,4.4,A,0.9,A,
USGS,9147500,12/23/22,4.4,A,0.8,A,
USGS,9147500,12/24/22,5.1,A,0.4,A,
USGS,9147500,12/25/22,5.1,A,0.2,A,
USGS,9147500,12/26/22,5.3,A,0.3,A,
USGS,9147500,12/27/22,4.6,A,0.8,A,
USGS,9147500,12/28/22,4.7,A,1.7,A,
USGS,9147500,12/29/22,5.2,A,0.8,A,
USGS,9147500,12/30/22,4.4,A,1.2,A,
USGS,9147500,12/31/22,6.6,A,2.4,A,
USGS,9147500,1/1/23,5.1,A,3.1,A,
USGS,9147500,1/2/23,4.6,A,1.8,A,
USGS,9147500,1/3/23,4,A,1.7,A,
USGS,9147500,1/4/23,4.1,A,0.7,A,
USGS,9147500,1/5/23,4.5,A,0,A,
USGS,9147500,1/6/23,4.8,A,1.7,A,
USGS,9147500,1/7/23,5.1,A,0.5,A,
USGS,9147500,1/8/23,5.2,A,0.2,A,
USGS,9147500,1/9/23,3.6,A,1.1,A,
USGS,9147500,1/10/23,5.9,A,3.2,A,
USGS,9147500,1/11/23,4.5,A,1.8,A,
USGS,9147500,1/12/23,5.6,A,0,A,
USGS,9147500,1/13/23,5.6,A,0,A,
USGS,9147500,1/14/23,5.8,A,1,A,
USGS,9147500,1/15/23,5.1,A,2.8,A,
USGS,9147500,1/16/23,4.4,A,2,A,
USGS,9147500,1/17/23,3.8,A,1.2,A,
USGS,9147500,1/18/23,2.6,A,0.2,A,
USGS,9147500,1/19/23,2.9,A,0,A,
USGS,9147500,1/20/23,3.4,A,0,A,
USGS,9147500,1/21/23,4.3,A,0,A,
USGS,9147500,1/22/23,1.9,A,0,A,
USGS,9147500,1/23/23,4.1,A,0,A,
USGS,9147500,1/24/23,3,A,0,A,
USGS,9147500,1/25/23,3.7,A,0,A,
USGS,9147500,1/26/23,3.5,A,0,A,
USGS,9147500,1/27/23,2.6,A,0,A,
USGS,9147500,1/28/23,5.7,A,0.6,A,
USGS,9147500,1/29/23,6,A,0,A,
USGS,9147500,1/30/23,7.6,A,0,A,
USGS,9147500,1/31/23,3.9,A,0,A,
USGS,9147500,2/1/23,0.2,A,0,A,
USGS,9147500,2/2/23,3.3,A,0,A,
USGS,9147500,2/3/23,4.3,A,0,A,
USGS,9147500,2/4/23,6.6,A,0,A,
USGS,9147500,2/5/23,7.4,A,0,A,
USGS,9147500,2/6/23,7,A,0.6,A,
USGS,9147500,2/7/23,6.8,A,0.4,A,
USGS,9147500,2/8/23,6.6,A,0,A,
USGS,9147500,2/9/23,6.1,A,0,A,
USGS,9147500,2/10/23,5,A,0,A,
USGS,9147500,2/11/23,6.4,A,0,A,
USGS,9147500,2/12/23,7.8,A,0.4,A,
USGS,9147500,2/13/23,3.4,A,0,A,
USGS,9147500,2/14/23,3.6,A,0,A,
USGS,9147500,2/15/23,1,A,0,A,
USGS,9147500,2/16/23,3.3,A,0,A,
USGS,9147500,2/17/23,2.9,A,0,A,
USGS,9147500,2/18/23,4.4,A,0,A,
USGS,9147500,2/19/23,5.8,A,0,A,
USGS,9147500,2/20/23,7.2,A,0,A,
USGS,9147500,2/21/23,8.6,A,0.4,A,
USGS,9147500,2/22/23,4.4,A,0,A,
USGS,9147500,2/23/23,5.9,A,0,A,
USGS,9147500,2/24/23,7.5,A,0,A,
USGS,9147500,2/25/23,7.6,A,0.4,A,
USGS,9147500,2/26/23,5.9,A,0.8,A,
USGS,9147500,2/27/23,7.4,A,0,A,
USGS,9147500,2/28/23,6.8,A,0.8,A,
USGS,9147500,3/1/23,5.7,A,1,A,
USGS,9147500,3/2/23,7.2,A,1.6,A,
USGS,9147500,3/3/23,5.9,A,0,A,
USGS,9147500,3/4/23,6.5,A,0,A,
USGS,9147500,3/5/23,9.5,A,0.2,A,
USGS,9147500,3/6/23,10.6,A,0.6,A,
USGS,9147500,3/7/23,8.5,A,1.4,A,
USGS,9147500,3/8/23,6,A,0.6,A,
USGS,9147500,3/9/23,9.5,A,0.3,A,
USGS,9147500,3/10/23,4,A,1.4,A,
USGS,9147500,3/11/23,5.6,A,1.8,A,
USGS,9147500,3/12/23,9,A,1.9,A,
USGS,9147500,3/13/23,9.8,A,1.8,A,
USGS,9147500,3/14/23,9.5,A,1.3,A,
USGS,9147500,3/15/23,6.1,A,2.9,A,
USGS,9147500,3/16/23,6.4,A,1.8,A,
USGS,9147500,3/17/23,6,A,1.4,A,
USGS,9147500,3/18/23,8.3,A,1.1,A,
USGS,9147500,3/19/23,8.6,A,1.4,A,
USGS,9147500,3/20/23,5.6,A,2.9,A,
USGS,9147500,3/21/23,4.8,A,2.8,A,
USGS,9147500,3/22/23,6,A,2.8,A,
USGS,9147500,3/23/23,8.7,A,2.3,A,
USGS,9147500,3/24/23,6.4,A,2.4,A,
USGS,9147500,3/25/23,6.1,A,1.4,A,
USGS,9147500,3/26/23,7,A,1.4,A,
USGS,9147500,3/27/23,7.7,A,1.7,A,
USGS,9147500,3/28/23,8,A,1.4,A,
USGS,9147500,3/29/23,7.3,A,2.8,A,
USGS,9147500,3/30/23,6.7,A,3.2,A,
USGS,9147500,3/31/23,7.2,A,2.8,A,
USGS,9147500,4/1/23,8.8,A,2.5,A,
USGS,9147500,4/2/23,8.7,A,2.9,A,
USGS,9147500,4/3/23,6.8,A,3.1,A,
USGS,9147500,4/4/23,4.7,A,2.6,A,
USGS,9147500,4/5/23,6.5,A,2.3,A,
USGS,9147500,4/6/23,8.1,A,2.3,A,
USGS,9147500,4/7/23,8.3,A,2.6,A,
USGS,9147500,4/8/23,6.2,A,3.3,A,
USGS,9147500,4/9/23,9,A,3,A,
USGS,9147500,4/10/23,9.4,A,2.8,A,
USGS,9147500,4/11/23,9.7,A,2.8,A,
USGS,9147500,4/12/23,9.5,A,3,A,
USGS,9147500,4/13/23,9.3,A,3.6,A,
USGS,9147500,4/14/23,5,A,3.7,A,
USGS,9147500,4/15/23,8.3,A,2.9,A,
USGS,9147500,4/16/23,9,A,2.9,A,
USGS,9147500,4/17/23,9.3,A,3.1,A,
USGS,9147500,4/18/23,8.8,A,3.6,A,
USGS,9147500,4/19/23,5.2,A,3.6,A,
USGS,9147500,4/20/23,7.4,A,2.8,A,
USGS,9147500,4/21/23,6.1,A,3,A,
USGS,9147500,4/22/23,6.4,A,4.3,A,
USGS,9147500,4/23/23,8.7,A,4.3,A,
USGS,9147500,4/24/23,7.8,A,4.6,A,
USGS,9147500,4/25/23,5.6,A,3.7,A,
USGS,9147500,4/26/23,8.1,A,3.7,A,
USGS,9147500,4/27/23,9,A,4.1,A,
USGS,9147500,4/28/23,8.9,A,4.6,A,
USGS,9147500,4/29/23,9.4,A,4.1,A,
USGS,9147500,4/30/23,9.9,A,4.3,A,
USGS,9147500,5/1/23,8.5,A,4.4,A,
USGS,9147500,5/2/23,8.7,A,4.8,A,
USGS,9147500,5/3/23,9.1,A,4.4,A,
USGS,9147500,5/4/23,9,A,5.4,A,
USGS,9147500,5/5/23,8.6,A,4.2,A,
USGS,9147500,5/6/23,9.3,A,4.9,A,
USGS,9147500,5/7/23,7.2,A,5.2,A,
USGS,9147500,5/8/23,9.7,A,4.6,A,
USGS,9147500,5/9/23,10.7,A,4.7,A,
USGS,9147500,5/10/23,8.5,A,4.6,A,
USGS,9147500,5/11/23,7.1,A,4.8,A,
USGS,9147500,5/12/23,11.1,A,5,A,
USGS,9147500,5/13/23,9.6,A,5.2,A,
USGS,9147500,5/14/23,10.1,A,5.5,A,
USGS,9147500,5/15/23,9.5,A,5.8,A,
USGS,9147500,5/16/23,11.8,A,5.5,A,
USGS,9147500,5/17/23,11.6,A,5.4,A,
USGS,9147500,5/18/23,10.5,A,5.9,A,
USGS,9147500,5/19/23,9.4,A,5.4,A,
USGS,9147500,5/20/23,9.2,A,6.2,A,
USGS,9147500,5/21/23,11,A,5.6,A,
USGS,9147500,5/22/23,10.6,A,6.2,A,
USGS,9147500,5/23/23,10.5,A,5.6,A,
USGS,9147500,5/24/23,10.8,A,6.1,A,
USGS,9147500,5/25/23,11.1,A,5.5,A,
USGS,9147500,5/26/23,10.7,A,5.6,A,
USGS,9147500,5/27/23,11.9,A,5.9,A,
USGS,9147500,5/28/23,11.8,A,5.4,A,
USGS,9147500,5/29/23,12.5,A,5.6,A,
USGS,9147500,5/30/23,12,A,5.8,A,
USGS,9147500,5/31/23,10.5,A,6,A,
USGS,9147500,6/1/23,9.9,A,6.4,A,
USGS,9147500,6/2/23,9.4,A,6.3,A,
USGS,9147500,6/3/23,12.7,A,6.6,A,
USGS,9147500,6/4/23,13,A,6.6,A,
USGS,9147500,6/5/23,12.5,A,6.8,A,
USGS,9147500,6/6/23,11.2,A,6.7,A,
USGS,9147500,6/7/23,11.6,A,7.2,A,
USGS,9147500,6/8/23,12.3,A,6.4,A,
USGS,9147500,6/9/23,11.4,A,6.4,A,
USGS,9147500,6/10/23,12.1,A,6.5,A,
USGS,9147500,6/11/23,11.8,A,6.6,A,
USGS,9147500,6/12/23,11.8,A,7.1,A,
USGS,9147500,6/13/23,10.6,A,7.3,A,
USGS,9147500,6/14/23,12.1,A,7.1,A,
USGS,9147500,6/15/23,10.6,A,7.9,A,
USGS,9147500,6/16/23,11.3,A,7.8,A,
USGS,9147500,6/17/23,12,A,7.5,A,
USGS,9147500,6/18/23,14.2,A,7.7,A,
USGS,9147500,6/19/23,13.9,A,7.6,A,
USGS,9147500,6/20/23,13.9,A,7.6,A,
USGS,9147500,6/21/23,14.1,A,7.4,A,
USGS,9147500,6/22/23,14,A,7.5,A,
USGS,9147500,6/23/23,13.5,A,7.5,A,
USGS,9147500,6/24/23,13.5,A,7.1,A,
USGS,9147500,6/25/23,13.8,A,7.3,A,
USGS,9147500,6/26/23,14,A,7.9,A,
USGS,9147500,6/27/23,14,A,8.6,A,
USGS,9147500,6/28/23,13.6,A,8,A,
USGS,9147500,6/29/23,13.9,A,8.3,A,
USGS,9147500,6/30/23,13.9,A,8.5,A,
USGS,9147500,7/1/23,14.2,A,8.6,A,
USGS,9147500,7/2/23,14,A,8.9,A,
USGS,9147500,7/3/23,14.4,A,9,A,
USGS,9147500,7/4/23,14.2,A,9.7,A,
USGS,9147500,7/5/23,14.6,A,9.3,A,
USGS,9147500,7/6/23,14.4,A,9,A,
USGS,9147500,7/7/23,14.5,A,9.6,A,
USGS,9147500,7/8/23,14.5,A,9.4,A,
USGS,9147500,7/9/23,14.6,A,9.2,A,
USGS,9147500,7/10/23,13.9,A,9.9,A,
USGS,9147500,7/11/23,13.8,A,9.9,A,
USGS,9147500,7/12/23,15.6,A,10.5,A,
USGS,9147500,7/13/23,15.2,A,10.1,A,
USGS,9147500,7/14/23,15.3,A,10.3,A,
USGS,9147500,7/15/23,15,A,9.8,A,
USGS,9147500,7/16/23,15,A,9.8,A,
USGS,9147500,7/17/23,14.7,A,10,A,
USGS,9147500,7/18/23,14.4,A,10.1,A,
USGS,9147500,7/19/23,14.4,A,10.5,A,
USGS,9147500,7/20/23,14.3,A,10.3,A,
USGS,9147500,7/21/23,14.9,A,10.3,A,
USGS,9147500,7/22/23,14.9,A,10,A,
USGS,9147500,7/23/23,14.9,A,10.1,A,
USGS,9147500,7/24/23,14.9,A,10.3,A,
USGS,9147500,7/25/23,14.2,A,10.4,A,
USGS,9147500,7/26/23,14.6,A,10.3,A,
USGS,9147500,7/27/23,13.6,A,10.5,A,
USGS,9147500,7/28/23,13.9,A,10.5,A,
USGS,9147500,7/29/23,14.5,A,10.4,A,
USGS,9147500,7/30/23,14.3,A,10.9,A,
USGS,9147500,7/31/23,14.9,A,11,A,
USGS,9147500,8/1/23,14,A,11,A,
USGS,9147500,8/2/23,14.2,A,11,A,
USGS,9147500,8/3/23,15.2,A,10.9,A,
USGS,9147500,8/4/23,14.4,A,10.7,A,
USGS,9147500,8/5/23,15.6,A,10.6,A,
USGS,9147500,8/6/23,15.7,A,10.4,A,
USGS,9147500,8/7/23,15.6,A,10.3,A,
USGS,9147500,8/8/23,15.4,A,10.3,A,
USGS,9147500,8/9/23,15.8,A,10.4,A,
USGS,9147500,8/10/23,14,A,10.8,A,
USGS,9147500,8/11/23,15.1,A,10.9,A,
USGS,9147500,8/12/23,14.8,A,11.2,A,
USGS,9147500,8/13/23,15.9,A,10.9,A,
USGS,9147500,8/14/23,15.7,A,11.1,A,
USGS,9147500,8/15/23,15.7,A,11.1,A,
USGS,9147500,8/16/23,16,A,11.3,A,
USGS,9147500,8/17/23,16.2,A,11.2,A,
USGS,9147500,8/18/23,15.4,A,11.4,A,
USGS,9147500,8/19/23,16.4,A,11.3,A,
USGS,9147500,8/20/23,16,A,11.2,A,
USGS,9147500,8/21/23,15.8,A,11.4,A,
USGS,9147500,8/22/23,15.4,A,11.5,A,
USGS,9147500,8/23/23,15.8,A,11.6,A,
USGS,9147500,8/24/23,16.2,A,12,A,
USGS,9147500,8/25/23,15.7,A,12.1,A,
USGS,9147500,8/26/23,16.4,A,12.1,A,
USGS,9147500,8/27/23,16.6,A,12,A,
USGS,9147500,8/28/23,18,A,11.8,A,
USGS,9147500,8/29/23,17.6,A,11.4,A,
USGS,9147500,8/30/23,17.2,A,11.6,A,
USGS,9147500,8/31/23,17.5,A,11.6,A,
USGS,9147500,9/1/23,16.8,A,11.8,A,
USGS,9147500,9/2/23,15.3,A,12,A,
USGS,9147500,9/3/23,15.7,A,12,A,
USGS,9147500,9/4/23,16.6,A,11.7,A,
USGS,9147500,9/5/23,17,A,11.4,A,
USGS,9147500,9/6/23,17.5,A,11.2,A,
USGS,9147500,9/7/23,17.7,A,11.3,A,
USGS,9147500,9/8/23,17.6,A,11.2,A,
USGS,9147500,9/9/23,17.6,A,11.3,A,
USGS,9147500,9/10/23,17.2,A,11.8,A,
USGS,9147500,9/11/23,17.8,A,12,A,
USGS,9147500,9/12/23,15.1,A,11.8,A,
USGS,9147500,9/13/23,17.7,A,12.3,A,
USGS,9147500,9/14/23,15.9,A,11.4,A,
USGS,9147500,9/15/23,14.4,A,11.6,A,
USGS,9147500,9/16/23,18.2,A,10.5,A,
USGS,9147500,9/17/23,17.5,A,11,A,
USGS,9147500,9/18/23,15.7,A,11,A,
USGS,9147500,9/19/23,17.9,A,10.9,A,
USGS,9147500,9/20/23,17.9,A,9.7,A,
USGS,9147500,9/21/23,19,A,10.6,A,
USGS,9147500,9/22/23,18.4,A,9.6,A,
USGS,9147500,9/23/23,16.2,A,9.9,A,
USGS,9147500,9/24/23,18.3,A,10.3,A,
USGS,9147500,9/25/23,18.2,A,9,A,
USGS,9147500,9/26/23,18.7,A,9.7,A,
USGS,9147500,9/27/23,19,A,9.7,A,
USGS,9147500,9/28/23,18.6,A,9.6,A,
USGS,9147500,9/29/23,18.8,A,9.6,A,
USGS,9147500,9/30/23,16.8,A,9.8,A,
USGS,9147500,10/1/23,16.5,A,11.1,A,
USGS,9147500,10/2/23,13.3,A,10.7,A,
USGS,9147500,10/3/23,15.4,A,9.8,A,
USGS,9147500,10/4/23,16.6,A,9.2,A,
USGS,9147500,10/5/23,16.8,A,8.4,A,
USGS,9147500,10/6/23,17.1,A,8.5,A,
USGS,9147500,10/7/23,17.4,A,8.8,A,
USGS,9147500,10/8/23,17.4,A,9,A,
USGS,9147500,10/9/23,17.2,A,8.7,A,
USGS,9147500,10/10/23,14,A,8.8,A,
USGS,9147500,10/11/23,14.7,A,9.6,A,
USGS,9147500,10/12/23,13.8,A,10.1,A,
USGS,9147500,10/13/23,15.8,A,9.5,A,
USGS,9147500,10/14/23,15,A,8.1,A,
USGS,9147500,10/15/23,16,A,7.8,A,
USGS,9147500,10/16/23,16.6,A,8.2,A,
USGS,9147500,10/17/23,16.7,A,8.7,A,
USGS,9147500,10/18/23,16.6,A,8.6,A,
USGS,9147500,10/19/23,16.7,A,8.6,A,
USGS,9147500,10/20/23,16.3,A,8.1,A,
USGS,9147500,10/21/23,16.3,A,8,A,
USGS,9147500,10/22/23,16.2,A,8.4,A,
USGS,9147500,10/23/23,16,A,8.6,A,
USGS,9147500,10/24/23,13.8,A,9,A,
USGS,9147500,10/25/23,15.6,A,8.4,A,
USGS,9147500,10/26/23,13.4,A,8.6,A,
USGS,9147500,10/27/23,15.5,A,8.2,A,
USGS,9147500,10/28/23,12.8,A,9,A,
USGS,9147500,10/29/23,10.8,A,6.9,A,
USGS,9147500,10/30/23,12.1,A,5.4,A,
USGS,9147500,10/31/23,12.2,A,5.3,A,
USGS,9147500,11/1/23,12.5,A,5.8,A,
USGS,9147500,11/2/23,12.3,A,5.2,A,
USGS,9147500,11/3/23,12.6,A,5.7,A,
USGS,9147500,11/4/23,12.8,A,5.8,A,
USGS,9147500,11/5/23,11.2,A,6.2,A,
USGS,9147500,11/6/23,13,A,7.5,A,
USGS,9147500,11/7/23,12.1,A,6.3,A,
USGS,9147500,11/8/23,9.2,A,6.6,A,
USGS,9147500,11/9/23,10.4,A,4.6,A,
USGS,9147500,11/10/23,10.3,A,3.6,A,
USGS,9147500,11/11/23,10.3,A,3.8,A,
USGS,9147500,11/12/23,10.2,A,3.1,A,
USGS,9147500,11/13/23,10.6,A,3.5,A,
USGS,9147500,11/14/23,10.9,A,3.8,A,
USGS,9147500,11/15/23,11.3,A,4.3,A,
USGS,9147500,11/16/23,11.6,A,6.8,A,
USGS,9147500,11/17/23,11.1,A,4.9,A,
USGS,9147500,11/18/23,9,A,4.6,A,
USGS,9147500,11/19/23,8.3,A,6.4,A,
USGS,9147500,11/20/23,9.4,A,6.2,A,
USGS,9147500,11/21/23,9.7,A,5,A,
USGS,9147500,11/22/23,9.2,A,3.4,A,
USGS,9147500,11/23/23,8.3,A,3.6,A,
USGS,9147500,11/24/23,7.3,A,5.3,A,
USGS,9147500,11/25/23,5.7,A,3.9,A,
USGS,9147500,11/26/23,7.5,A,2.9,A,
